id	symbol	desc	biotype	num_transcripts	num_coding_transcripts	num_introns	H+.M+.25.0_vs_H+.M+.37.10.worst_fdr	H+.M+.25.0_vs_H+.M+.37.10.log2fc	H+.M+.25.0_vs_H+.M+.37.40.worst_fdr	H+.M+.25.0_vs_H+.M+.37.40.log2fc	H+.M+.25.0_vs_H+.M+.42.10.worst_fdr	H+.M+.25.0_vs_H+.M+.42.10.log2fc	H+.M+.25.0_vs_H+.M+.42.40.worst_fdr	H+.M+.25.0_vs_H+.M+.42.40.log2fc	H+.M-.25.0_vs_H+.M-.37.10.worst_fdr	H+.M-.25.0_vs_H+.M-.37.10.log2fc	H+.M-.25.0_vs_H+.M-.37.40.worst_fdr	H+.M-.25.0_vs_H+.M-.37.40.log2fc	H+.M-.25.0_vs_H+.M-.42.10.worst_fdr	H+.M-.25.0_vs_H+.M-.42.10.log2fc	H+.M-.25.0_vs_H+.M-.42.40.worst_fdr	H+.M-.25.0_vs_H+.M-.42.40.log2fc	H-.M+.25.0_vs_H-.M+.37.10.worst_fdr	H-.M+.25.0_vs_H-.M+.37.10.log2fc	H-.M+.25.0_vs_H-.M+.37.40.worst_fdr	H-.M+.25.0_vs_H-.M+.37.40.log2fc	H-.M+.25.0_vs_H-.M+.42.10.worst_fdr	H-.M+.25.0_vs_H-.M+.42.10.log2fc	H-.M+.25.0_vs_H-.M+.42.40.worst_fdr	H-.M+.25.0_vs_H-.M+.42.40.log2fc	H-.M-.25.0_vs_H-.M-.37.10.worst_fdr	H-.M-.25.0_vs_H-.M-.37.10.log2fc	H-.M-.25.0_vs_H-.M-.37.40.worst_fdr	H-.M-.25.0_vs_H-.M-.37.40.log2fc	H-.M-.25.0_vs_H-.M-.42.10.worst_fdr	H-.M-.25.0_vs_H-.M-.42.10.log2fc	H-.M-.25.0_vs_H-.M-.42.40.worst_fdr	H-.M-.25.0_vs_H-.M-.42.40.log2fc
YOR203W	YOR203W	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; overlaps 5' end of essential DED1 gene required for translation initiation	protein_coding	1	1	0	1.000	0.000e+00	0.899	0.121	0.847	0.123	1.000	0.000e+00	0.959	-0.151	1.000	0.041	0.140	0.732	0.364	0.307	1.000	0.000e+00	1.000	0.000e+00	0.883	0.134	1.000	-0.197	1.000	0.071	1.000	-0.266	0.130	1.005	0.107	0.972
YPL087W	YDC1	Alkaline dihydroceramidase, involved in sphingolipid metabolism; preferentially hydrolyzes dihydroceramide to a free fatty acid and dihydrosphingosine; has a minor reverse activity	protein_coding	1	1	0	0.002	0.850	2.291e-04	0.793	2.316e-04	1.119	5.339e-05	1.441	0.009	0.490	0.003	0.529	0.108	0.309	8.612e-05	0.983	0.001	1.107	1.988e-04	1.120	8.131e-04	1.087	1.115e-04	1.309	0.622	0.213	0.008	0.674	0.087	0.328	0.009	0.577
YPR182W	SMX3	Core Sm protein Sm F; part of heteroheptameric complex (with Smb1p, Smd1p, Smd2p, Smd3p, Sme1p, and Smx2p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs; homolog of human Sm F	protein_coding	1	1	0	1.000	0.000e+00	0.742	0.117	1.000	-0.036	0.189	0.255	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	0.003	0.611	0.575	-0.306	0.424	-0.213	0.778	-0.230	0.482	-0.291	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00
YNL212W	VID27	Cytoplasmic protein of unknown function; possibly involved in vacuolar protein degradation; not essential for proteasome-dependent degradation of fructose-1,6-bisphosphatase (FBPase); null mutants exhibit normal growth	protein_coding	1	1	0	0.187	-0.745	0.026	-0.665	1.000	0.000e+00	1.000	0.000e+00	1.000	-0.052	0.420	-0.293	1.000	0.100	0.020	0.753	0.865	0.092	1.000	0.000e+00	1.000	-0.116	0.351	0.364	1.000	-0.071	0.683	0.297	1.000	0.000e+00	0.005	0.954
YFL013C	IES1	Subunit of the INO80 chromatin remodeling complex	protein_coding	1	1	0	0.685	-0.287	0.074	-0.377	1.000	0.000e+00	1.000	-0.026	1.000	0.000e+00	1.000	0.000e+00	0.146	0.522	0.048	0.355	1.000	-0.024	0.227	-0.471	0.963	0.016	0.326	0.310	1.000	0.000e+00	0.131	0.655	0.506	0.335	0.096	0.633
YAL064W	YAL064W	hypothetical protein	protein_coding	1	1	0	1.000	0.000e+00	1.000	0.000e+00	5.423e-04	2.092	1.704e-04	2.313	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	8.612e-05	4.007	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	5.787e-04	3.251	1.000	0.000e+00	1.000	0.000e+00	0.002	2.584	1.727e-04	4.100
YBR053C	YBR053C	hypothetical protein	protein_coding	1	1	0	0.001	0.971	5.368e-04	0.730	1.489e-04	1.320	5.339e-05	1.473	9.735e-04	0.809	5.282e-04	1.104	0.229	0.355	4.348e-04	0.697	0.001	1.235	1.988e-04	1.394	0.001	1.065	1.115e-04	1.556	0.077	0.718	0.002	1.099	0.029	0.670	0.006	0.829
YPR050C	YPR050C	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified gene MAK3/YPR051W	protein_coding	1	1	0	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.950e-04	4.853	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.446e-04	5.547	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00
YDR329C	PEX3	Peroxisomal membrane protein (PMP) required for proper localization and stability of PMPs; anchors peroxisome retention factor Inp1p at the peroxisomal membrane; interacts with Pex19p	protein_coding	1	1	0	0.646	0.174	0.438	-0.190	0.282	0.241	0.181	0.254	0.422	0.260	1.000	0.039	0.739	0.087	0.732	-0.201	0.171	0.423	0.217	0.358	0.092	0.448	0.003	0.847	1.000	-0.200	1.000	0.000e+00	1.000	0.000e+00	1.000	-0.031
YIL089W	YIL089W	hypothetical protein	protein_coding	1	1	0	1.000	0.096	0.003	0.882	0.033	0.638	5.339e-05	1.469	0.755	0.177	0.020	0.730	0.074	0.678	1.865e-04	1.270	0.482	0.380	0.048	0.754	0.138	0.597	0.005	1.164	0.880	0.310	1.000	0.000e+00	0.320	0.486	0.163	0.582
YNL211C	YNL211C	hypothetical protein	protein_coding	1	1	0	1.000	0.000e+00	0.624	-0.370	1.000	-0.150	0.838	-0.318	1.000	0.000e+00	1.000	0.000e+00	1.000	0.223	0.557	0.274	0.870	-0.428	0.526	-0.555	1.000	-0.269	1.000	0.000e+00	1.000	0.000e+00	0.293	0.600	0.610	0.262	0.276	0.621
YDR327W	YDR327W	Dubious open reading frame unlikely to encode a protein, based on experimental and comparative sequence data; partially overlaps the verified gene SKP1	protein_coding	1	1	0	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	2.699e-04	3.977	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.557e-04	3.789	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.727e-04	4.514
YMR068W	AVO2	Component of a complex containing the Tor2p kinase and other proteins, which may have a role in regulation of cell growth	protein_coding	1	1	0	0.073	0.536	5.714e-04	0.926	0.144	0.339	9.599e-04	0.690	0.015	0.799	0.006	0.778	0.061	0.452	9.159e-04	0.740	0.042	0.762	0.228	0.454	0.248	0.382	0.379	0.378	0.151	0.878	0.089	0.817	0.148	0.633	0.134	0.561
YOR202W	HIS3	Imidazoleglycerol-phosphate dehydratase, catalyzes the sixth step in histidine biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu, Co, and Ni salts; transcription is regulated by general amino acid control via Gcn4p	protein_coding	1	1	0	1.000	-0.023	0.241	0.253	0.093	0.443	1.000	0.000e+00	0.889	-0.051	0.114	0.264	0.032	0.487	0.002	0.703	1.000	0.000e+00	0.153	-0.379	0.236	0.386	1.000	0.000e+00	0.928	0.228	1.000	0.000e+00	0.056	0.626	0.067	0.606
YGR004W	PEX31	Peroxisomal integral membrane protein, involved in negative regulation of peroxisome size; partially functionally redundant with Pex30p and Pex32p; probably acts at a step downstream of steps mediated by Pex28p and Pex29p	protein_coding	1	1	0	0.565	-0.367	1.000	0.035	1.000	-0.076	0.050	-0.514	1.000	0.062	0.292	0.257	0.051	0.425	0.052	-0.561	0.679	-0.216	0.170	-0.390	1.000	-0.041	0.065	-0.577	1.000	0.093	1.000	0.000e+00	0.316	0.338	1.000	-0.064
YGR137W	YGR137W	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data	protein_coding	1	1	0	0.003	0.796	0.014	0.447	0.001	0.777	5.339e-05	0.910	0.507	0.156	0.538	0.114	0.267	0.235	0.001	0.497	1.000	0.004	0.456	0.224	0.204	0.334	0.161	0.379	1.000	0.021	1.000	0.000e+00	1.000	0.000e+00	1.000	0.005
YML012W	ERV25	Protein that forms a heterotrimeric complex with Erp1, Erp2p, and Emp24, member of the p24 family involved in endoplasmic reticulum to Golgi transport	protein_coding	1	1	0	0.043	-0.696	0.876	-0.091	1.000	-0.028	0.200	-0.304	1.000	-0.066	0.841	0.126	1.000	0.000e+00	0.926	0.026	0.938	0.036	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	-0.091	0.446	0.299	1.000	0.000e+00	0.768	-0.172
YPL088W	YPL088W	Putative aryl alcohol dehydrogenase; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance	protein_coding	1	1	0	0.052	-1.034	0.175	0.382	0.749	-0.156	1.000	0.066	1.000	0.000e+00	0.002	0.743	0.109	0.437	0.002	0.692	1.000	0.000e+00	1.000	0.000e+00	1.000	0.042	0.026	0.780	1.000	0.014	0.173	0.533	0.083	0.534	0.009	0.878
YDR014W-A	HED1	Meiosis-specific protein that down-regulates Rad51p-mediated mitotic recombination when the meiotic recombination machinery is impaired; early meiotic gene, transcribed specifically during meiotic prophase	protein_coding	1	1	0	1.000	0.000e+00	0.004	1.977	1.000	0.000e+00	1.985e-04	2.243	1.000	0.000e+00	5.344e-04	2.708	1.000	0.000e+00	1.970e-04	2.283	1.000	0.000e+00	1.988e-04	2.964	1.000	0.000e+00	0.002	1.997	1.000	0.000e+00	0.001	3.234	0.096	1.351	0.005	2.180
YNR003C	RPC34	RNA polymerase III subunit C34; interacts with TFIIIB70 and is a key determinant in pol III recruitment by the preinitiation complex	protein_coding	1	1	0	0.002	-1.347	7.694e-04	-1.051	0.049	-0.479	5.339e-05	-3.528	5.807e-04	-1.476	0.017	-0.638	0.980	-0.133	8.612e-05	-2.588	0.016	-1.325	3.443e-04	-2.768	1.000	-0.047	5.368e-04	-2.853	0.247	-0.688	0.015	-1.329	1.000	0.000e+00	0.003	-1.716
YBR186W	PCH2	Nucleolar component of the pachytene checkpoint, which prevents chromosome segregation when recombination and chromosome synapsis are defective; also represses meiotic interhomolog recombination in the rDNA	protein_coding	1	1	1	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	0.002	2.762
YDR320C-A	DAD4	Essential subunit of the Dam1 complex (aka DASH complex), couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis	protein_coding	1	1	0	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	0.556	-0.393	0.908	0.140	0.835	0.174	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	-0.224	1.000	0.156	1.000	-0.049	1.000	-0.176
YGR138C	TPO2	Polyamine transport protein specific for spermine; localizes to the plasma membrane; transcription of TPO2 is regulated by Haa1p; member of the major facilitator superfamily	protein_coding	1	1	0	1.000	0.000e+00	0.007	0.514	1.489e-04	1.281	5.339e-05	1.075	0.056	0.376	0.004	0.493	3.590e-04	1.158	8.612e-05	1.414	1.000	0.000e+00	0.241	-0.392	0.002	0.825	0.014	0.570	0.256	0.425	0.013	0.760	0.004	0.956	0.001	1.059
YDR328C	SKP1	Evolutionarily conserved kinetochore protein that is part of multiple protein complexes, including the SCF ubiquitin ligase complex, the CBF3 complex that binds centromeric DNA, and the RAVE complex that regulates assembly of the V-ATPase	protein_coding	1	1	0	1.000	0.000e+00	1.000	0.000e+00	0.532	0.144	0.297	-0.200	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	0.015	-0.446	1.000	0.000e+00	1.000	0.000e+00	0.696	0.077	0.701	-0.145	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	0.084	-0.488
YOR335C	ALA1	Cytoplasmic and mitochondrial alanyl-tRNA synthetase, required for protein synthesis; point mutation (cdc64-1 allele) causes cell cycle arrest at G1; lethality of null mutation is functionally complemented by human homolog	protein_coding	1	1	0	8.751e-04	-1.364	0.003	-0.574	1.489e-04	-1.541	5.339e-05	-2.926	6.838e-04	-0.746	0.002	-0.627	0.001	-1.038	8.612e-05	-1.955	0.002	-1.004	1.988e-04	-1.908	4.043e-04	-1.338	1.115e-04	-2.591	0.157	-0.526	0.001	-1.026	0.021	-0.664	1.727e-04	-1.499
YGR005C	TFG2	TFIIF (Transcription Factor II) middle subunit; involved in both transcription initiation and elongation of RNA polymerase II; homologous to human RAP30	protein_coding	1	1	0	0.139	-0.839	0.012	-0.672	0.597	-0.213	0.066	-0.485	1.000	-0.023	0.866	-0.132	0.768	0.219	1.000	-0.006	1.000	-0.224	0.332	-0.536	1.000	-0.105	1.000	0.000e+00	1.000	0.000e+00	0.677	0.316	0.999	0.000e+00	0.345	0.437
YKR016W	FCJ1	Mitochondrial inner membrane protein, ortholog of mammalian mitofilin; involved in import of intermembrane space (IMS) proteins, probably by positioning Mia40p relative to the TOM complex to receive incoming proteins; also has an essential role in t /.../ntenance of crista junctions and inner membrane architecture, as a component of the mitochondrial inner membrane organizing system (MICOS, MitOS or MINOS), a scaffold-like structure on the IMS side of the inner membrane	protein_coding	1	1	0	0.013	0.678	1.000	-0.062	0.453	0.152	1.000	0.000e+00	0.354	0.186	1.000	0.000e+00	1.000	0.000e+00	0.018	-0.691	0.015	0.642	0.927	0.159	0.266	0.264	1.000	0.000e+00	0.298	0.366	1.000	-0.045	0.712	-0.223	0.292	-0.348
YDR322W	MRPL35	Mitochondrial ribosomal protein of the large subunit	protein_coding	1	1	0	1.000	0.000e+00	0.149	-0.259	0.003	-0.823	0.014	-0.525	0.378	-0.193	0.048	-0.334	0.024	-0.655	0.005	-0.622	1.000	0.000e+00	0.774	0.120	0.022	-0.779	0.097	-0.415	1.000	-0.079	1.000	0.000e+00	0.271	-0.463	0.209	-0.449
YGR134W	CAF130	Part of the evolutionarily-conserved CCR4-NOT transcriptional regulatory complex involved in controlling mRNA initiation, elongation, and degradation	protein_coding	1	1	0	0.438	-0.409	0.064	-0.430	1.000	0.000e+00	0.085	0.269	0.966	0.081	1.000	0.000e+00	0.104	0.399	1.132e-04	0.906	0.943	-0.163	0.943	-0.089	0.516	0.148	0.026	0.575	1.000	0.122	0.197	0.507	0.064	0.602	8.595e-04	1.074
YHR204W	MNL1	Alpha-1,2-specific exomannosidase of the endoplasmic reticulum; in complex with Pdi1p, generates a Man7GlcNac2 oligosaccharide signal on glycoproteins destined for ubiquitin-proteasome degradation	protein_coding	1	1	0	0.231	-0.346	0.245	0.203	0.485	-0.183	0.039	-0.422	0.014	-0.463	0.694	-0.094	0.223	-0.342	0.139	-0.283	0.080	-0.537	0.018	-0.560	1.000	-0.065	1.000	-0.008	0.543	-0.351	0.033	-0.664	1.000	-0.083	1.000	0.000e+00
YCL028W	RNQ1	[PIN(+)] prion, an infectious protein conformation that is generally an ordered protein aggregate	protein_coding	1	1	0	0.531	0.167	0.106	0.235	0.362	0.144	1.000	0.025	1.000	0.000e+00	1.000	0.064	1.000	0.000e+00	0.325	-0.167	1.000	0.000e+00	1.000	0.056	1.000	0.000e+00	0.016	-0.607	1.000	-0.022	1.000	0.000e+00	0.729	-0.195	0.002	-0.893
YJL025W	RRN7	Component of the core factor (CF) rDNA transcription factor complex; CF is required for transcription of 35S rRNA genes by RNA polymerase I and is composed of Rrn6p, Rrn7p, and Rrn11p	protein_coding	1	1	0	0.008	-1.073	0.577	-0.169	0.044	-0.598	0.020	-0.731	2.709e-04	-1.826	0.100	-0.294	0.751	-0.160	0.746	-0.131	0.037	-0.733	7.831e-04	-1.223	1.000	0.000e+00	0.531	-0.184	1.000	-0.101	0.150	-0.401	0.365	0.319	0.300	0.306
YCL029C	BIK1	Microtubule-associated protein, component of the interface between microtubules and kinetochore, involved in sister chromatid separation; essential in polyploid cells but not in haploid or diploid cells; ortholog of mammalian CLIP-170	protein_coding	1	1	0	1.000	0.000e+00	1.000	-0.050	0.003	-0.971	1.000	0.000e+00	0.406	-0.222	0.356	-0.188	0.204	-0.483	1.000	-0.003	0.361	-0.315	1.000	0.000e+00	0.071	-0.651	0.263	-0.363	1.000	0.000e+00	0.079	0.690	0.191	-0.513	1.000	0.000e+00
YMR069W	NAT4	N alpha-acetyl-transferase, involved in acetylation of the N-terminal residues of histones H4 and H2A	protein_coding	1	1	0	1.000	0.000e+00	0.387	0.386	1.000	0.000e+00	0.079	0.799	1.000	0.000e+00	1.000	-0.102	0.426	0.524	0.005	1.075	0.026	-1.770	1.988e-04	-3.597	0.298	-0.858	0.045	-1.510	1.000	-0.318	1.000	0.000e+00	1.000	-0.062	1.000	-0.398
YPL085W	SEC16	COPII vesicle coat protein required for ER transport vesicle budding; Sec16p is bound to the periphery of ER membranes and may act to stabilize initial COPII complexes; interacts with Sec23p, Sec24p and Sec31p	protein_coding	1	1	0	0.548	0.150	0.035	0.376	0.624	-0.178	0.027	0.353	0.706	-0.114	1.000	0.000e+00	0.461	-0.422	0.893	0.093	0.583	-0.280	0.308	0.354	0.757	-0.201	0.937	-0.102	1.000	0.002	0.145	0.624	0.978	-0.149	1.000	0.000e+00
YPR184W	GDB1	Glycogen debranching enzyme containing glucanotranferase and alpha-1,6-amyloglucosidase activities, required for glycogen degradation; phosphorylated in mitochondria; activity is inhibited by Igd1p	protein_coding	1	1	0	2.245e-04	2.477	2.291e-04	1.278	1.489e-04	1.500	5.339e-05	1.871	0.643	-0.122	0.225	0.216	0.115	0.407	0.093	0.263	6.510e-04	2.214	1.988e-04	2.321	2.649e-04	1.347	1.115e-04	1.666	1.000	0.135	0.915	-0.072	0.026	0.835	0.045	0.628
YKR017C	YKR017C	hypothetical protein	protein_coding	1	1	0	0.948	-0.226	0.806	-0.140	0.200	0.347	0.395	0.187	0.267	-0.515	1.000	0.016	0.738	0.157	0.199	0.322	0.171	0.680	0.094	0.835	0.179	0.631	0.014	1.157	1.000	-0.264	0.980	0.162	0.923	0.153	0.305	0.572
YAL067C	SEO1	Putative permease, member of the allantoate transporter subfamily of the major facilitator superfamily; mutation confers resistance to ethionine sulfoxide	protein_coding	1	1	0	0.204	-0.986	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	-0.097	0.262	0.382	1.000	-0.008	1.000	0.021	1.000	-0.014	0.489	0.457	1.000	-0.095	0.849	0.158	1.000	0.260	0.595	0.411	0.135	0.787	0.259	0.530
YLR170C	APS1	Small subunit of the clathrin-associated adaptor complex AP-1, which is involved in protein sorting at the trans-Golgi network; homolog of the sigma subunit of the mammalian clathrin AP-1 complex	protein_coding	1	1	0	0.125	-0.881	0.280	-0.555	1.000	0.000e+00	1.000	0.022	1.000	0.140	1.000	0.000e+00	0.952	0.159	0.862	0.070	0.841	0.237	1.000	-0.041	1.000	0.000e+00	0.107	0.710	1.000	0.000e+00	0.404	0.559	1.000	0.000e+00	1.000	0.000e+00
YJR079W	YJR079W	hypothetical protein	protein_coding	1	1	1	1.000	0.000e+00	0.007	1.582	1.000	0.000e+00	5.339e-05	2.534	1.000	0.000e+00	1.000	0.000e+00	0.011	1.549	8.612e-05	2.660	0.014	1.847	0.003	1.941	0.023	1.706	2.026e-04	2.939	1.000	0.000e+00	0.002	2.114	0.012	1.725	3.228e-04	2.712
YPR051W	MAK3	Catalytic subunit of N-terminal acetyltransferase of the NatC type; required for replication of dsRNA virus	protein_coding	1	1	0	0.013	-1.230	0.009	-0.916	0.108	-0.570	1.359e-04	-1.682	0.377	-0.324	0.926	-0.140	1.000	0.000e+00	0.005	-0.986	1.000	-0.283	0.160	-0.875	1.000	-0.292	0.822	-0.586	1.000	-0.120	0.541	-0.296	1.000	0.000e+00	1.000	0.000e+00
YOR209C	NPT1	Nicotinate phosphoribosyltransferase, acts in the salvage pathway of NAD+ biosynthesis; required for silencing at rDNA and telomeres and has a role in silencing at mating-type loci; localized to the nucleus	protein_coding	1	1	0	0.074	-0.344	0.050	-0.342	0.701	0.070	1.000	-0.071	0.085	-0.304	0.125	-0.250	0.152	0.246	0.032	0.320	0.253	-0.386	0.002	-0.672	1.000	0.000e+00	1.000	0.000e+00	1.000	-0.108	0.218	-0.299	0.192	0.223	0.156	0.264
YOL060C	MAM3	Protein required for normal mitochondrial morphology, has similarity to hemolysins	protein_coding	1	1	0	2.245e-04	1.155	2.945e-04	0.778	1.489e-04	0.999	5.339e-05	1.126	0.004	0.608	0.047	0.361	0.366	0.211	0.175	0.187	0.242	0.342	0.195	0.479	0.072	0.492	0.137	0.428	0.698	0.258	0.581	0.220	1.000	0.019	1.000	0.000e+00
YER040W	GLN3	Transcriptional activator of genes regulated by nitrogen catabolite repression (NCR), localization and activity regulated by quality of nitrogen source	protein_coding	1	1	0	0.016	0.618	0.012	0.397	0.190	0.219	0.015	0.397	0.514	0.235	1.000	0.072	0.214	0.289	0.050	0.342	1.000	0.000e+00	0.370	0.277	0.735	0.091	0.973	0.013	0.797	0.298	0.535	0.336	0.457	0.254	0.230	0.384
YPL084W	BRO1	Cytoplasmic class E vacuolar protein sorting (VPS) factor that coordinates deubiquitination in the multivesicular body (MVB) pathway by recruiting Doa4p to endosomes	protein_coding	1	1	0	0.015	0.545	0.322	0.154	0.340	0.150	0.077	0.248	0.681	0.136	1.000	-0.029	0.367	-0.235	0.014	-0.581	0.088	0.472	0.092	0.463	0.984	0.031	0.727	0.224	1.000	0.000e+00	0.869	-0.058	0.055	-0.472	0.010	-0.583
YER173W	RAD24	Checkpoint protein, involved in the activation of the DNA damage and meiotic pachytene checkpoints; subunit of a clamp loader that loads Rad17p-Mec3p-Ddc1p onto DNA; homolog of human and S. pombe Rad17 protein	protein_coding	1	1	0	1.000	0.000e+00	1.000	0.007	0.091	-0.470	1.000	0.000e+00	1.000	0.000e+00	0.307	0.187	0.164	0.218	7.090e-04	0.531	0.890	-0.146	0.954	0.079	0.780	-0.173	1.000	0.000e+00	1.000	0.000e+00	0.045	0.474	1.000	0.000e+00	0.022	0.432
YAL026C-A	YAL026C-A	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YAL027W and the verified gene DRS2	protein_coding	1	1	0	0.326	-0.610	0.890	-0.167	0.022	-1.750	0.014	-1.530	1.000	0.086	0.851	0.189	1.000	0.000e+00	0.361	-0.460	0.912	0.067	1.000	0.116	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	0.629	0.434	0.839	-0.395	0.494	-0.530
YDL181W	INH1	Protein that inhibits ATP hydrolysis by the F1F0-ATP synthase; inhibitory function is enhanced by stabilizing proteins Stf1p and Stf2p; has similarity to Stf1p; has a calmodulin-binding motif and binds calmodulin in vitro	protein_coding	1	1	0	0.329	0.399	0.363	-0.302	0.157	0.355	0.673	0.118	0.634	0.177	0.534	-0.225	1.000	0.000e+00	0.062	-0.574	0.596	0.226	0.893	0.119	1.000	0.000e+00	1.000	0.000e+00	1.000	0.175	1.000	0.000e+00	1.000	0.000e+00	0.749	-0.217
YER174C	GRX4	Hydroperoxide and superoxide-radical responsive glutathione-dependent oxidoreductase; monothiol glutaredoxin subfamily member along with Grx3p and Grx5p; protects cells from oxidative damage; mutant has increased aneuploidy tolerance	protein_coding	1	1	0	0.015	-0.922	0.421	-0.172	0.108	-0.559	1.174e-04	-1.221	0.663	-0.143	0.613	0.170	1.000	-0.098	0.004	-0.839	1.000	0.000e+00	0.577	-0.272	1.000	-0.056	0.109	-0.597	1.000	0.000e+00	0.045	0.563	1.000	0.000e+00	0.325	-0.319
YDR323C	PEP7	Multivalent adaptor protein that facilitates vesicle-mediated vacuolar protein sorting by ensuring high-fidelity vesicle docking and fusion, which are essential for targeting of vesicles to the endosome; required for vacuole inheritance	protein_coding	1	1	0	1.000	-0.008	0.139	0.381	0.155	0.427	0.118	0.388	0.023	1.120	0.012	1.111	0.007	1.471	0.003	1.395	0.142	0.835	0.059	0.965	0.113	0.805	0.094	0.860	0.132	1.049	0.013	1.718	0.018	1.429	0.007	1.502
YPR052C	NHP6A	High-mobility group (HMG) protein that binds to and remodels nucleosomes; involved in recruiting FACT and other chromatin remodelling complexes to the chromosomes; functionally redundant with Nhp6Bp; homologous to mammalian HMGB1 and HMGB2	protein_coding	1	1	0	0.921	-0.052	0.084	-0.344	1.000	0.000e+00	1.000	0.000e+00	0.553	-0.128	0.061	-0.304	0.444	-0.249	1.000	0.000e+00	0.170	-0.425	0.021	-0.549	0.583	-0.191	0.298	-0.259	0.811	-0.221	0.095	-0.489	0.682	-0.216	0.183	-0.373
YGR002C	SWC4	Component of the Swr1p complex that incorporates Htz1p into chromatin; component of the NuA4 histone acetyltransferase complex	protein_coding	1	1	0	0.202	0.328	0.915	0.045	0.146	0.272	2.135e-04	0.632	0.247	0.306	0.708	0.085	0.008	0.678	0.002	0.532	0.606	0.204	1.000	0.048	0.095	0.395	0.001	0.766	1.000	0.121	0.230	0.375	0.248	0.359	0.010	0.619
YMR240C	CUS1	Protein required for assembly of U2 snRNP into the spliceosome, forms a complex with Hsh49p and Hsh155p	protein_coding	1	1	0	0.072	-1.116	0.180	-0.399	1.000	0.000e+00	0.192	-0.381	1.000	0.066	0.840	0.149	0.003	1.300	0.001	1.459	1.000	0.000e+00	0.384	-0.565	1.000	0.000e+00	0.026	0.995	0.254	0.718	0.541	0.435	0.004	1.532	1.727e-04	2.200
YBR059C	AKL1	Ser-Thr protein kinase, member (with Ark1p and Prk1p) of the Ark kinase family; involved in endocytosis and actin cytoskeleton organization	protein_coding	1	1	0	3.026e-04	1.014	9.852e-04	0.664	1.489e-04	0.889	5.339e-05	1.021	0.070	0.436	0.017	0.507	0.639	0.102	0.002	0.504	0.007	0.783	0.007	0.775	0.004	0.734	0.001	0.865	0.376	0.463	0.074	0.627	0.274	0.346	0.014	0.610
YJL158C	CIS3	Mannose-containing glycoprotein constituent of the cell wall; member of the PIR (proteins with internal repeats) family	protein_coding	1	1	0	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	1.000	0.000e+00	0.383	-0.145	0.715	-0.076	0.936	-0.135	0.935	0.000e+00	0.179	-0.446	0.031	-0.745	1.000	-0.052	0.569	-0.207	0.962	-0.196	0.160	-0.451	0.998	-0.294	0.705	-0.334
